number,governorate,district,sub_district,community,latitude_y,longitude_x,temp_code,site_name,type_of_location,shelter_details,newly_established_yn,date_of_input,planned_capacity_hh,families,individuals,girls_children_under_18_18,boys_children_under_18_18,women_female_adults,men_male_adults,full_name,phone,organization_name,comments,cccm,shelter,nfi,wash,fsl,education,cash,protection,nutrition,erl,health,severity_scale_wash_fsl_health_shelter,cccm_2,shelter_2,nfi_2,wash_2,fsl_2,education_2,cash_2,protection_2,nutrition_2,erl_2,health_2,cccm_3,cccm_contact,shelter_3,shelter_contact,nfi_3,nfi_contact,wash_3,wash_contact,fsl_3,fsl_contact,education_3,fsl_contact_2,cash_3,education_contact,protection_3,protection_contact,nutrition_3,nutrition_contact,erl_3,erl_contact,health_3,health_contact,status,admin4pcode,admin1pcode,site_name_ar,admin3pcode,geometry
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY070302,"c(36.414012, 36.193607)"
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY070302,"c(36.449861, 36.149361)"
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY070302,"c(36.439492, 36.130177)"
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY070302,"c(36.387247, 36.156678)"
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY070005,"c(36.698879, 36.110227)"
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY070000,"c(36.623923, 35.937926)"
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY020800,"c(38.009089, 36.818051)"
15,Idleb,Harim,Salqin,  Aljob,36.167218,36.378282,N/A,Aljob School    ,Collective Center  ,Tents,Yes ,2023-03-02,25,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site consists of separate tents, and most of the beneficiaries are from the city of Salqin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مدرسة الجب,SY020400,"c(37.071742, 36.601288)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070005,"c(36.674523, 36.018176)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070005,"c(36.66496, 35.999805)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.405954, 36.060964)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.398938, 36.054596)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.456096, 36.143511)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.4487, 36.1399248)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.447839, 36.135247)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.440353, 36.137876)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.407574, 36.181694)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.378282, 36.167218)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.41998, 36.187131)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.414012, 36.193607)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.449861, 36.149361)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.439492, 36.130177)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070302,"c(36.387247, 36.156678)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070005,"c(36.698879, 36.110227)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY070000,"c(36.623923, 35.937926)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY020800,"c(38.009089, 36.818051)"
16,Idleb,Harim,Salqin,    Har jamous Center,36.187131,36.41998,N/A,Har jamous Center    ,Collective Center  ,Tents,Yes ,2023-03-02,105,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز حير جاموس,SY020400,"c(37.071742, 36.601288)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070005,"c(36.674523, 36.018176)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070005,"c(36.66496, 35.999805)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.405954, 36.060964)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.398938, 36.054596)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.456096, 36.143511)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.4487, 36.1399248)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.447839, 36.135247)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.440353, 36.137876)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.407574, 36.181694)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.378282, 36.167218)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.41998, 36.187131)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.414012, 36.193607)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.449861, 36.149361)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.439492, 36.130177)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070302,"c(36.387247, 36.156678)"
17,Idleb,Harim,Salqin,   Ain Bakara,36.193607,36.414012,N/A,Alrafatia ,Collective Center  ,Tents,Yes ,2023-03-02,110,0,0,0,0,0,0,Rami Al-Shami,37066143849,Relief office in Salqin,"The site was evacuated, and the families returned to the villages of Salqin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYD,NA,NA,NA,NA,Anser Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, الرفاتية,SY070005,"c(36.698879, 36.110227)"
